,probesets,sym,chrom
932,185_at,NOVA1,14
933,1860_at,TP53BP2,1
934,1861_at,BAD,11
935,1862_at,ATM,11
936,1863_s_at,,
937,1865_at,SKIL,3
938,1866_g_at,SKIL,3
939,1867_at,CFLAR,2
940,1868_g_at,CFLAR,2
941,1869_at,TERT,5
942,186_at,PRKAA2,1
943,1870_at,PTPN11,12
944,1871_g_at,PTPN11,12
945,1872_at,RAD51,15
946,1873_at,XPC,3
947,1874_at,RAD23B,9
948,1875_f_at,PMS2L3,7
949,1876_at,RALA,7
950,1877_g_at,RALA,7
951,1878_g_at,ERCC1,19
952,1879_at,RRAS,19
953,187_at,MAP4K2,11
954,1880_at,MDM2,12
955,1881_at,MECOM,3
956,1882_g_at,MECOM,3
957,1883_s_at,AFF1,4
958,1884_s_at,PCNA,20
959,1885_at,ERCC3,2
960,1886_at,WNT7A,3
961,1887_g_at,WNT7A,3
962,1888_s_at,KIT,4
963,188_at,EFNB1,X
964,1890_at,GDF15,19
965,1891_at,MAP3K8,10
966,1892_s_at,NTRK1,1
967,1893_s_at,ESR1,6
968,1894_f_at,NF2,22
969,1895_at,JUN,1
970,1896_s_at,ABCC1,16
971,1897_at,TGFBR3,1
972,1898_at,TRIM29,11
973,1899_s_at,RAD52,12
974,189_s_at,PLAUR,19
975,1900_at,RB1,13
976,1901_s_at,ERBB2,17
977,1902_at,ERCC1,19
978,1903_at,,
979,1904_at,MYCBP,1
980,1905_s_at,RB1,13
981,1906_at,MAPKAP1,9
982,1907_at,RBL1,20
983,1908_at,ETV3,1
984,1909_at,BCL2,18
985,190_at,NR4A3,9
986,1910_s_at,BCL2,18
987,1911_s_at,GADD45A,1
988,1912_s_at,APC,5
989,1913_at,CCNG2,4
990,1914_at,CCNA1,13
991,1915_s_at,FOS,14
992,1916_s_at,FOS,14
993,1917_at,RAF1,3
994,1918_at,SKI,1
995,1919_at,VAV1,19
996,191_at,MUC8,12
997,1920_s_at,CCNG1,5
998,1921_at,RASGRF1,15
999,1922_g_at,RASGRF1,15
1000,1923_at,CCNC,6
1001,1924_at,CCNH,5
1002,1925_at,CCNF,16
1003,1926_at,VEGFB,11
1004,1927_s_at,ACVRL1,12
1005,1928_s_at,SMAD2,18
1006,1929_at,ANGPT1,8
1007,192_at,TAF7,5
1008,1930_at,ABCC3,17
1009,1931_at,ABCC4,13
1010,1932_at,ABCC5,3
1011,1933_g_at,ABCC5,3
1012,1934_s_at,VEGFC,4
1013,1935_at,MDM4,1
1014,1936_s_at,MYC,8
1015,1937_at,,
1016,1938_at,SRC,20
1017,1939_at,TP53,17
1018,193_at,TAF9,5
1019,1940_at,KRAS,12
1020,1941_at,SKP2,5
1021,1942_s_at,CDK4,12
1022,1943_at,CCNA2,4
1023,1944_f_at,MLH1,3
1024,1945_at,CCNB1,5
1025,1946_at,WIT1,11
1026,1947_g_at,WIT1,11
1027,1948_f_at,NOS2,17
1028,1949_at,,
1029,194_at,CATR1,7
1030,1950_s_at,SMAD3,15
1031,1951_at,ANGPT2,8
1032,1952_s_at,SMAD5,5
1033,1953_at,VEGFA,6
1034,1954_at,KDR,4
1035,1955_s_at,SMAD6,15
1036,1956_s_at,,
1037,1957_s_at,TGFBR1,9
1038,1958_at,FIGF,X
1039,1959_at,AZIN1,8
1040,195_s_at,CASP4,11
1041,1960_at,,
1042,1961_f_at,NOS3,7
1043,1962_at,ARG1,6
1044,1963_at,FLT1,13
1045,1964_g_at,FLT1,13
1046,1965_s_at,NOS1,12
1047,1966_i_at,,
1048,1967_f_at,,
1049,1968_g_at,PDGFRA,4
1050,1969_s_at,CDK7,5
1051,196_s_at,CASP5,11
1052,1970_s_at,FGFR2,10
1053,1971_g_at,FHIT,3
1054,1972_s_at,MAP2,2
1055,1973_s_at,MYC,8
1056,1974_s_at,TP53,17
1057,1975_s_at,IGF1,12
1058,1976_s_at,FES,15
1059,1977_s_at,ETS1,11
1060,1978_at,ITGA2,5
1061,1979_s_at,NOP2,12
1062,197_at,NME3,16
1063,1980_s_at,NME2,17
1064,1981_s_at,MAX,14
1065,1983_at,CCND2,12
1066,1984_s_at,ARHGDIB,12
1067,1985_s_at,NME1,17
1068,1986_at,RBL2,16
1069,1987_at,PDGFRA,4
1070,1988_at,PDGFRA,4
1071,1989_at,BRCA2,13
1072,198_g_at,NME3,16
1073,1990_g_at,BRCA2,13
1074,1991_s_at,MAPKAPK3,3
1075,1992_at,FHIT,3
1076,1993_s_at,BRCA1,17
1077,1994_at,ATF2,2
1078,1995_at,XPA,9
1079,1996_s_at,CCNF,16
1080,1997_s_at,BAX,19
1081,1998_i_at,BAX,19
1082,1999_s_at,MAPK14,6
1083,199_s_at,PKN2,1
1084,2000_at,ATM,11
1085,2001_g_at,ATM,11
1086,2002_s_at,BCL2A1,15
1087,2003_s_at,MSH6,2
1088,2004_at,MAP3K1,5
1089,2005_s_at,JAK3,19
1090,2006_at,JAK3,19
1091,2007_g_at,JAK3,19
1092,2008_s_at,MDM2,12
1093,2009_at,PTK2B,8
1094,200_at,BMP5,6
1095,2010_at,SKP1,5
1096,2011_s_at,BIK,22
1097,2012_s_at,PRKDC,8
1098,2013_at,TFDP2,3
1099,2014_s_at,MAP2K6,17
1100,2015_s_at,,
1101,2016_s_at,RPL10,X
1102,2017_s_at,CCND1,11
1103,2018_at,GJA1,6
1104,2019_s_at,ITGB7,12
1105,201_s_at,B2M,15
1106,2020_at,CCND1,11
1107,2021_s_at,CCNE1,19
1108,2022_at,AKT2,19
1109,2023_g_at,AKT2,19
1110,2024_s_at,LYN,8
1111,2025_s_at,APEX1,14
1112,2026_at,RUNX1,21
1113,2027_at,S100A2,1
1114,2028_s_at,E2F1,20
1115,2029_at,ARHGAP5,14
1116,202_at,HSF2,6
1117,2030_at,WNT11,11
1118,2031_s_at,CDKN1A,6
1119,2032_s_at,ITGAV,2
1120,2033_s_at,WEE1,11
1121,2034_s_at,CDKN1B,12
1122,2035_s_at,ENO1,1
1123,2036_s_at,CD44,11
1124,2037_s_at,RPS6KB1,17
1125,2038_g_at,BCL2,18
1126,2039_s_at,FYN,6
1127,203_at,GATA2,3
1128,2040_s_at,ABL1,9
1129,2041_i_at,ABL1,9
1130,2042_s_at,MYB,6
1131,2043_s_at,BCR,22
1132,2044_s_at,RB1,13
1133,2045_s_at,HCK,20
1134,2046_at,ERG,21
1135,2047_s_at,JUP,17
1136,2048_s_at,THRB,3
1137,2049_s_at,JUNB,19
1138,204_at,HOXA4,7
1139,2050_s_at,RAC1,7
1140,2051_at,MGMT,10
1141,2052_g_at,MGMT,10
1142,2053_at,CDH2,18
1143,2054_g_at,CDH2,18
1144,2055_s_at,ITGB1,10
1145,2056_at,FGFR1,8
1146,2057_g_at,FGFR1,8
1147,2058_s_at,ITGB5,3
1148,2059_s_at,LCK,1
1149,205_g_at,HOXA4,7
1150,2060_at,BCL2,18
1151,2061_at,ITGA4,2
1152,2062_at,IGFBP7,4
1153,2063_at,ERCC5,13
1154,2064_g_at,ERCC5,13
1155,2065_s_at,BAX,19
1156,2066_at,BAX,19
1157,2067_f_at,BAX,19
1158,2068_s_at,E2F2,1
1159,2069_s_at,CTNNA1,5
1160,206_at,CTSE,1
1161,2070_i_at,MAPK8,10
1162,2071_s_at,MAPK8,10
1163,2072_at,CDH12,5
1164,2073_s_at,CDH13,16
1165,2074_at,GJA5,1
1166,2075_s_at,MAP2K3,17
1167,2076_s_at,EFNB1,X
1168,2077_at,ITGA6,2
1169,2078_s_at,MYCN,2
1170,2079_s_at,IGF2,11
1171,207_at,STIP1,11
1172,2080_s_at,ERCC6,10
1173,2081_s_at,PRKCQ,10
1174,2082_s_at,CDH1,16
1175,2083_at,CCKBR,11
1176,2084_s_at,ETV4,17
1177,2085_s_at,CTNNA1,5
1178,2086_s_at,TYRO3,15
1179,2087_s_at,CDH11,16
1180,2088_s_at,EPHB2,1
1181,2089_s_at,ERBB3,12
1182,208_at,CTNNA2,2
1183,2090_i_at,WNT6,2
1184,2091_at,WNT4,1
1185,2092_s_at,SPP1,4
1186,2093_s_at,XRCC5,2
1187,2094_s_at,FOS,14
1188,209_at,NRG1,8
1189,210_at,PLCB2,15
1190,211_at,DR1,1
1191,212_at,ROR2,9
1192,213_at,ROR1,1
1193,214_at,MSX1,4
1194,215_g_at,MSX1,4
1195,216_at,PTGDS,9
1196,217_at,KLK2,19
1197,218_at,IK,5
1198,219_i_at,MAP2,2
1199,220_r_at,MAP2,2
1200,221_s_at,,
1201,222_at,EXT1,8
1202,223_at,UBE2L3,22
1203,224_at,KLF10,8
1204,225_at,GNB3,12
1205,226_at,PRKAR1A,17
1206,227_g_at,PRKAR1A,17
1207,228_at,RALB,2
1208,229_at,CEBPZ,2
1209,230_s_at,FSHB,11
1210,231_at,TGM2,20
1211,232_at,LAMC1,1
1212,233_s_at,MATN1,1
1213,234_s_at,PTN,7
1214,235_at,S100B,21
1215,236_at,GNAO1,16
1216,237_s_at,PPP2CA,5
1217,238_at,RPS6KB1,17
1218,239_at,CTSD,11
1219,240_at,SRM,1
1220,241_g_at,SRM,1
1221,242_at,MAP4,3
1222,243_g_at,MAP4,3
1223,244_at,HSF1,8
1224,245_at,SELL,1
1225,246_at,KLK1,19
1226,247_s_at,CYP21A2,6
1227,248_at,COPS2,15
1228,249_at,NFATC4,14
1229,250_at,NFATC3,16
1230,251_at,CAMK1,3
1231,252_at,GPR18,13
1232,253_g_at,GPR18,13
1233,254_at,,
1234,255_s_at,INHA,2
1235,256_s_at,,
1236,257_at,ITGAV,2
1237,258_at,LTA,6
1238,259_s_at,TNF,6
1239,260_at,QDPR,4
1240,261_s_at,APOB,2
1241,262_at,AMD1,6
1242,263_g_at,,
1243,264_at,ADRA2A,10
1244,265_s_at,SELE,1
1245,266_s_at,CD24,6
1246,267_at,MTOR,1
1247,268_at,PECAM1,17
1248,269_at,OASL,12
1249,270_at,CYP3A4,7
1250,271_s_at,CTSE,1
1251,272_at,GRP,18
1252,273_g_at,GRP,18
1253,274_at,ZNF148,3
1254,275_at,DUSP3,17
1255,276_at,DNAJA1,9
1256,277_at,MCL1,1
1257,278_at,NPR2,9
1258,279_at,NR4A1,12
1259,280_g_at,NR4A1,12
1260,281_s_at,PPP3CA,4
1261,282_at,KIF20B,10
1262,283_at,UQCRC1,3
1263,284_at,HIST1H2AG,6
1264,285_g_at,HIST1H2AG,6
1265,286_at,,
1266,287_at,ATF3,1
1267,288_s_at,LBR,1
1268,289_at,STAT3,17
1269,290_s_at,GPR3,1
1270,291_s_at,TACSTD2,1
1271,292_s_at,CLK1,2
1272,293_at,VENTXP7,3
1273,294_s_at,,
1274,295_s_at,LHX1,17
1275,296_at,TUBB2A,6
1276,297_g_at,TUBB2A,6
1277,298_at,MUC5AC,11
1278,299_i_at,,
1279,300_f_at,,
1280,301_at,,
1281,302_at,,
1282,303_at,SOS1,2
1283,304_at,SOS2,14
1284,305_g_at,SOS2,14
1285,306_s_at,HMGN1,21
1286,307_at,ALOX5,10
1287,308_f_at,GH2,17
1288,309_f_at,GH2,17
1289,310_s_at,MAPT,17
1290,311_s_at,FN1,2
1291,312_s_at,PTK2,8
1292,31307_at,,
1293,31308_at,,
1294,31309_r_at,,
1295,31310_at,GLRA1,5
1296,31311_at,,
1297,31312_at,KCNB2,8
1298,31313_at,MGAT5,2
1299,31314_at,BMP3,4
1300,31315_at,IGL@,22
1301,31316_at,,
1302,31317_r_at,,
1303,31318_at,,
1304,31319_at,,
1305,31320_at,GPR12,13
1306,31321_at,,
1307,31322_at,TRD@,14
1308,31323_r_at,,
1309,31324_at,,
1310,31325_at,,
1311,31326_at,C1orf68,1
1312,31327_at,,
1313,31328_at,SLC34A1,5
1314,31329_at,,
1315,31330_at,RPS19,19
1316,31331_at,,
1317,31332_at,,
1318,31333_at,TLL1,4
1319,31334_at,GPR45,2
1320,31335_at,IGF1R,15
1321,31336_at,ZNF749,19
1322,31337_at,GNRH2,20
1323,31338_at,C10orf28,10
1324,31339_at,PI15,8
1325,31340_at,MMP20,11
1326,31341_at,KCNC3,19
1327,31342_at,GALNT2,1
1328,31343_at,IL1RN,2
1329,31344_at,IGLV6-57,22
1330,31345_at,TMPRSS11D,4
1331,31346_at,DUX1,10
1332,31347_at,,
1333,31348_at,RFC1,4
1334,31349_at,PPBPL2,4
1335,31350_at,OR10H3,19
1336,31351_at,,
1337,31352_at,RNASE1,14
1338,31353_f_at,FOXE1,9
1339,31354_r_at,FOXE1,9
1340,31355_at,ASCL2,11
1341,31356_at,JAKMIP1,4
1342,31357_at,,
1343,31358_at,,
1344,31359_at,NDUFV2,18
1345,31360_at,,
1346,31361_at,,
1347,31362_at,,
1348,31363_at,,
1349,31364_i_at,NFAT5,16
1350,31365_f_at,NFAT5,16
1351,31366_at,NR2E3,15
1352,31367_at,TTLL5,14
1353,31368_at,SCAPER,15
1354,31369_at,,
1355,31370_at,,
1356,31371_at,,
1357,31372_at,GALNTL4,11
1358,31373_at,,
1359,31374_at,,
1360,31375_at,,
1361,31376_at,,
1362,31377_r_at,,
1363,31378_at,PITX3,10
1364,31379_at,C9orf33,9
1365,31380_at,ERN1,17
1366,31381_at,PGLYRP1,19
1367,31382_f_at,UGT2B11,4
1368,31383_at,,
1369,31384_at,,
1370,31385_at,RPL28,19
1371,31386_at,,
1372,31387_at,,
1373,31388_at,EPAG,X
1374,31389_at,SQSTM1,5
1375,31390_at,ZNF154,19
1376,31391_at,HAP1,17
1377,31392_r_at,C3orf51,3
1378,31393_r_at,UTF1,10
1379,31394_at,SERPINI2,3
1380,31395_i_at,MSI1,12
1381,31396_r_at,MSI1,12
1382,31397_at,,
1383,31398_at,ABCB11,2
1384,31399_at,BMP10,2
1385,313_at,GTF2A1,14
1386,31400_at,DGKB,7
1387,31401_r_at,WSCD2,12
1388,31402_at,HMHB1,5
1389,31403_at,SLC18A1,8
1390,31404_at,,
1391,31405_at,MTNR1B,11
1392,31406_at,GPR50,X
1393,31407_at,PRSS7,21
1394,31408_at,RRH,4
1395,31409_at,SERPINB10,18
1396,31410_at,TNFRSF13B,17
1397,31411_at,BPY2,Y
1398,31412_at,,
1399,31413_at,,
1400,31414_at,,
1401,31415_at,,
1402,31416_at,MBTPS2,X
1403,31417_at,HCRT,17
1404,31418_at,,
1405,31419_r_at,,
1406,31420_at,,
1407,31421_at,MYL4,17
1408,31422_at,KRT37,17
1409,31423_at,,
1410,31424_at,OR2F2,7
1411,31425_g_at,,
1412,31426_at,GPR15,3
1413,31427_at,,
1414,31428_at,OR5I1,11
1415,31429_at,TRD@,14
1416,31430_at,,
1417,31431_at,FCGRT,19
1418,31432_g_at,FCGRT,19
1419,31433_at,OR2J2,6
1420,31434_at,,
1421,31435_at,ADAM7,8
1422,31436_s_at,ESR2,14
1423,31437_r_at,ESR2,14
1424,31438_s_at,CD163,12
1425,31439_f_at,RHCE,1
1426,31440_at,TCF7,5
1427,31441_at,LOC643332,14
1428,31442_at,CEACAM5,19
1429,31443_at,RUNX1,21
1430,31444_s_at,,
1431,31445_at,SHC1,1
1432,31446_s_at,,
1433,31447_at,,
1434,31448_s_at,LILRA2,19
1435,31449_at,,
1436,31450_s_at,RIT2,18
1437,31451_at,ARHGAP1,11
1438,31452_at,,
1439,31453_s_at,LILRA1,19
1440,31454_f_at,,
1441,31455_r_at,,
1442,31456_at,,
1443,31457_at,FOXD2,1
1444,31458_at,KRT76,12
1445,31459_i_at,IGL@,22
1446,31460_f_at,IGL@,22
1447,31461_at,,
1448,31462_f_at,SSX5,X
1449,31463_s_at,,
1450,31464_at,DCT,13
1451,31465_g_at,DCT,13
1452,31466_at,HLA-DRB6,6
1453,31467_at,HLA-DOA,6
1454,31468_f_at,GRM1,6
1455,31469_s_at,KIAA0226,3
1456,31470_at,PFKFB2,1
1457,31471_at,ZNF674,X
1458,31472_s_at,CD44,11
1459,31473_s_at,TNKS,8
1460,31474_r_at,TNKS,8
1461,31475_at,TNKS,8
1462,31476_g_at,TNKS,8
1463,31477_at,TFF3,21
1464,31478_at,CELA2B,1
1465,31479_f_at,LOC1720,2
1466,31480_f_at,MAGEA12,X
1467,31481_s_at,TMSB10,2
1468,31482_at,CELP,9
1469,31483_g_at,,
1470,31484_at,,
1471,31485_at,PRPS1L1,7
1472,31486_s_at,MN1,22
1473,31487_at,FEZ2,2
1474,31488_s_at,PGK1,X
1475,31489_at,ATXN3,14
1476,31490_at,SCN5A,3
1477,31491_s_at,CASP8,2
1478,31492_at,EIF3K,19
1479,31493_s_at,,
1480,31494_at,,
1481,31495_at,XCL2,1
1482,31496_g_at,,
1483,31497_at,,
1484,31498_f_at,,
1485,31499_s_at,FCGR3B,1
1486,314_at,PIGB,15
1487,31500_at,,
1488,31501_at,,
1489,31502_at,PKP1,1
1490,31503_at,,
1491,31504_at,HDLBP,2
1492,31505_at,RPL8,8
1493,31506_s_at,,
1494,31507_at,MLL2,12
1495,31508_at,TXNIP,1
1496,31509_at,RPL13,16
1497,31510_s_at,H3F3B,17
1498,31511_at,RPS9,19
1499,31512_at,,
1500,31513_at,LBX1,10
1501,31514_at,DOK2,8
1502,31515_at,AGFG2,7
1503,31516_f_at,BTF3L1,13
1504,31517_f_at,BTF3,5
1505,31518_i_at,BTF3,5
1506,31519_f_at,BTF3,5
1507,31520_at,CBX2,17
1508,31521_f_at,,
1509,31522_f_at,HIST1H2BF,6
1510,31523_f_at,HIST1H2BE,6
1511,31524_f_at,HIST1H2BI,6
1512,31525_s_at,,16hba1
1513,31526_f_at,USP6,17
1514,31527_at,RPS2,16
1515,31528_f_at,HIST1H2BM,6
1516,31529_at,KRT83,12
1517,31530_at,ACACB,12
1518,31531_g_at,ACACB,12
1519,31532_at,MECOM,3
1520,31533_s_at,KCND3,1
1521,31534_at,ZFY,Y
1522,31535_i_at,,
1523,31536_at,RTN4,2
1524,31537_at,ART1,11
1525,31538_at,RPLP0,12
1526,31539_r_at,,
1527,31540_at,TNFRSF9,1
1528,31541_at,SERPINB13,18
1529,31542_at,FLG,1
1530,31543_at,PROL1,4
1531,31544_at,FOXI1,5
1532,31545_at,RPS18,6
1533,31546_at,RPL18,19
1534,31547_at,,
1535,31548_at,ADPRH,3
1536,31549_at,MAS1,6
1537,31550_at,ADRB1,10
1538,31551_at,GABRR2,6
1539,31552_at,LDLR,19
1540,31553_at,ZNF460,19
1541,31554_at,CHRND,2
1542,31555_at,HOXB1,17
1543,31556_at,TRD@,14
1544,31557_at,TMSB4X,X
1545,31558_at,HR44,
1546,31559_at,SLC13A2,17
1547,31560_at,IL1RL2,2
1548,31561_at,,
1549,31562_at,GRK1,13
1550,31563_at,,
1551,31564_at,IGHG1,14
1552,31565_at,,
1553,31566_at,,
1554,31567_at,GABRG3,15
1555,31568_at,RPS10,6
1556,31569_at,SLC1A7,1
1557,31570_at,SIM1,6
1558,31571_at,POLR3G,5
1559,31572_at,,
1560,31573_at,RPS25,11
1561,31574_i_at,,
1562,31575_f_at,,
1563,31576_at,,
1564,31577_at,COL19A1,6
1565,31578_at,CFTR,7
1566,31579_at,C1orf46,1
1567,31580_at,,
1568,31581_at,HLA-C,6
1569,31582_at,MAGEB4,X
1570,31583_at,RPS8,1
1571,31584_at,TPT1,13
1572,31585_at,GRM7,3
1573,31586_f_at,,
1574,31587_at,SLC14A2,18
1575,31588_at,,
1576,31589_at,OR2H2,6
1577,31590_g_at,,
1578,31591_s_at,CFHR4,1
1579,31592_at,,
1580,31593_at,LOC652147,Un
1581,31594_at,KRT33A,17
1582,31595_at,SARDH,9
1583,31596_f_at,LOC91316,22
1584,31597_r_at,EIF4EBP1,8
1585,31598_s_at,GALE,1
1586,31599_f_at,,
1587,315_at,PRDM2,1
1588,31600_s_at,,
1589,31601_s_at,,
1590,31602_at,TBX6,16
1591,31603_at,AIM2,1
1592,31604_at,GNAS,20
1593,31605_at,LOC171220,12
1594,31606_at,RIMS1,6
1595,31607_at,,
1596,31608_g_at,,
1597,31609_s_at,PCOLCE,7
1598,31610_at,PDZK1IP1,1
1599,31611_s_at,BCL2L11,2
1600,31612_at,SCGB1D1,11
1601,31613_at,LAMB4,7
1602,31614_at,,
1603,31615_i_at,CD44,11
1604,31616_r_at,CD44,11
1605,31617_at,PDPN,1
1606,31618_at,TP53,17
1607,31619_at,,
1608,31620_at,TBX10,11
1609,31621_s_at,ELN,7
1610,31622_f_at,MT1F,16
1611,31623_f_at,MT1A,16
1612,31624_at,ALX3,1
1613,31625_at,TTC39A,1
1614,31626_i_at,LOC90586,17
1615,31627_f_at,LOC90586,17
1616,31628_at,SLC15A1,13
1617,31629_at,,
1618,31630_at,RBM17,10
1619,31631_f_at,PTTG2,4
1620,31632_at,ZNF259P,6
1621,31633_g_at,,
1622,31634_at,PRH1,12
1623,31635_g_at,PRH1,12
1624,31636_s_at,SLC18A3,10
1625,31637_s_at,,
1626,31638_at,NDUFS7,19
1627,31639_f_at,SOX1,13
1628,31640_r_at,SOX1,13
1629,31641_s_at,,
1630,31642_at,RASAL2,1
1631,31643_at,NEU3,11
1632,31644_at,CCL27,9
1633,31645_at,BTNL3,5
1634,31646_at,,
1635,31647_at,CAPN11,6
1636,31648_at,C6orf54,6
1637,31649_at,C6orf54,6
1638,31650_g_at,C6orf54,6
1639,31651_at,C6orf123,6
1640,31652_at,MYH15,3
1641,31653_at,SLC6A2,16
1642,31654_at,SORCS3,10
1643,31655_at,,
1644,31656_at,,
1645,31657_at,,
1646,31658_at,NEUROG3,10
1647,31659_at,LRIT1,10
1648,31660_at,LOC26102,9
1649,31661_at,RNF5,6
1650,31662_at,VPS45,1
1651,31663_at,HGC6.3,6
1652,31664_at,AGFG2,7
1653,31665_s_at,,
1654,31666_f_at,,
1655,31667_r_at,NR2E3,15
1656,31668_f_at,,
1657,31669_s_at,HOXA11,7
1658,31670_s_at,SRP72,4
1659,31671_at,RBMS1,2
1660,31672_g_at,RBMS1,2
1661,31673_s_at,SPG7,16
1662,31674_s_at,BRD3,9
1663,31675_s_at,,
1664,31676_at,ZNF208,19
1665,31677_at,,
1666,31678_at,,
1667,31679_at,,
1668,31680_at,TOP1P2,22
1669,31681_at,EPOR,19
1670,31682_s_at,VCAN,5
1671,31683_at,,
1672,31684_at,ANXA2P1,4
1673,31685_at,FEV,2
1674,31686_at,TUBB4Q,4
1675,31687_f_at,HBB,11
1676,31688_at,LCE2B,1
1677,31689_at,HERC4,10
1678,31690_at,GLUD2,X
1679,31691_g_at,GLUD1,10
1680,31692_at,HSPA1A,6
1681,31693_f_at,,
1682,31694_at,RSC1A1,1
1683,31695_g_at,RSC1A1,1
1684,31696_at,RAP2B,3
1685,31697_s_at,,
1686,31698_at,FOXC2,16
1687,31699_at,PIK3CB,3
1688,316_g_at,PRDM2,1
1689,31700_at,GPR35,2
1690,31701_r_at,HAB1,7
1691,31702_at,FOXN2,2
1692,31703_at,CHRNA6,8
1693,31704_at,DNASE1L2,16
1694,31705_at,SLURP1,8
1695,31706_at,MUC7,4
1696,31707_at,ZNF10,12
1697,31708_at,RPL30,8
1698,31709_at,NCOR2,12
1699,31710_at,TRA@,14
1700,31711_at,GRIN2D,19
1701,31712_at,DLGAP2,8
1702,31713_s_at,DLGAP2,8
1703,31714_at,MSH4,1
1704,31715_at,TEX28,X
1705,31716_at,PCDH1,5
1706,31717_at,PIN1L,1
1707,31718_at,ABCD2,12
1708,31719_at,FN1,2
1709,31720_s_at,FN1,2
1710,31721_at,LPA,6
1711,31722_at,RPL3,22
1712,31723_at,CST5,20
1713,31724_at,SHH,7
1714,31725_s_at,ABCA2,9
1715,31726_at,GABRA3,X
1716,31727_at,ENTPD2,9
1717,31728_at,HLA-DOA,6
1718,31729_at,TAF13,1
1719,31730_at,HIST1H1T,6
1720,31731_at,CBX4,17
1721,31732_at,RLN2,9
1722,31733_at,P2RX3,11
1723,31734_at,HOXC11,12
1724,31735_at,PPP1R2P9,X
1725,31736_at,,
1726,31737_at,ACTA1,1
1727,31738_at,,
1728,31739_at,,
1729,31740_s_at,PAX4,7
1730,31741_at,PAX4,7
1731,31742_at,TNFSF14,19
1732,31743_at,,
1733,31744_at,SULT1B1,4
1734,31745_at,MUC3A,7
1735,31746_at,POM121L2,6
1736,31747_g_at,POM121L2,6
1737,31748_at,POM121L2,6
1738,31749_f_at,HIST1H2AK,6
1739,31750_at,HIST1H1B,6
1740,31751_f_at,HIST1H4L,6
1741,31752_at,,
1742,31753_at,,
1743,31754_at,ABCA12,2
1744,31755_at,EN2,7
1745,31756_at,,
1746,31757_at,STK35,20
1747,31758_at,,
1748,31759_at,SAG,2
1749,31760_at,SAG,2
1750,31761_at,,
1751,31762_at,,
1752,31763_at,OR7A5,19
1753,31764_at,GPR98,5
1754,31765_at,DOCK10,2
1755,31766_s_at,DOCK10,2
1756,31767_at,XYLB,3
1757,31768_at,HIST1H2AI,6
1758,31769_at,WNT8B,10
1759,31770_at,,
1760,31771_at,DKFZp686O1327,2
1761,31772_at,LOC728361,19
1762,31773_at,CYB561,17
1763,31774_at,,
1764,31775_at,SFTPD,10
1765,31776_at,GNAI2,3
1766,31777_at,MUSK,9
1767,31778_at,GJA8,1
1768,31779_s_at,PRDM1,6
1769,31780_f_at,KIR3DL3,19
1770,31781_at,CDRT1,17
1771,31782_at,PTGDR,14
1772,31783_at,RENBP,X
1773,31784_at,NTN3,16
1774,31785_f_at,,
1775,31786_at,KHDRBS3,8
1776,31787_at,CAMLG,5
1777,31788_at,ZBED4,22
1778,31789_at,CYP17A1,10
1779,31790_at,STARD13,13
1780,31791_at,TP63,3
1781,31792_at,ANXA3,4
1782,31793_at,,
1783,31794_at,NT5C2,10
1784,31795_at,ADRBK2,22
1785,31796_at,KIF1C,17
1786,31797_at,TBPL1,6
1787,31798_at,TFF1,21
1788,31799_at,,
1789,317_at,LGMN,14
1790,31800_at,,
1791,31801_at,TMF1,3
1792,31802_at,KIAA0226,3
1793,31803_at,ICOSLG,21
1794,31804_f_at,SULT1A1,16
1795,31805_at,FGFR3,4
1796,31806_at,FMO1,1
1797,31807_at,DDX49,19
1798,31808_at,ING3,7
1799,31809_at,CNTN1,12
1800,31810_g_at,CNTN1,12
1801,31811_r_at,PPID,4
1802,31812_at,GMPR,6
1803,31813_at,CAMK2A,5
1804,31814_i_at,LRP3,19
1805,31815_r_at,LRP3,19
1806,31816_at,GAA,17
1807,31817_at,GABRB3,15
1808,31818_at,,
1809,31819_at,SLC22A24,11
1810,31820_at,HCLS1,3
1811,31821_at,PPRC1,10
1812,31822_at,CUX1,7
1813,31823_at,CUX1,7
1814,31824_at,ME1,6
1815,31825_at,SERPIND1,22
1816,31826_at,FKBP15,9
1817,31827_s_at,TGOLN2,2
1818,31828_r_at,TGOLN2,2
1819,31829_r_at,TGOLN2,2
1820,31830_s_at,SMTN,22
1821,31831_at,SMTN,22
1822,31832_at,TMEM194A,12
1823,31833_at,PIP5K1A,1
1824,31834_r_at,ACSL6,5
1825,31835_at,HRG,3
1826,31836_at,MTIF2,2
1827,31837_at,LMF2,22
1828,31838_at,C12orf24,12
1829,31839_at,SF4,19
1830,31840_at,IDE,10
1831,31841_at,CTNNA2,2
1832,31842_at,BCS1L,2
1833,31843_at,ESRRG,1
1834,31844_at,HGD,3
1835,31845_at,ELF4,X
1836,31846_at,RHOD,11
1837,31847_at,USPL1,13
1838,31848_at,CADPS,3
1839,31849_at,KIAA0564,13
1840,31850_at,GCLC,6
1841,31851_at,TRIM13,13
1842,31852_at,ANKMY2,7
1843,31853_at,EED,11
1844,31854_at,CASK,X
1845,31855_at,SRPX,X
1846,31856_at,LRRC32,11
1847,31857_r_at,DHX34,19
1848,31858_at,NUTF2,16
1849,31859_at,MMP9,20
1850,31860_at,TMEM11,17
1851,31861_at,IGHMBP2,11
1852,31862_at,WNT5A,3
1853,31863_at,RRP1B,21
